Date,Consumer Price Index CPI,Real Total Return Price,Real Total Bond Returns
1871.01,12.46,114.69,1
1871.02,12.84,113.34,0.97
1871.03,13.03,114.95,0.96
1871.04,12.56,123.23,1
1871.05,12.27,129.87,1.03
1871.06,12.08,131.42,1.05
1871.07,12.08,129.55,1.06
1871.08,11.89,133.9,1.08
1871.09,12.18,132.72,1.06
1871.1,12.37,124.51,1.05
1871.11,12.37,126.45,1.05
1871.12,12.65,126.84,1.03
1872.01,12.65,130.64,1.04
1872.02,12.65,131.78,1.04
1872.03,12.84,134.68,1.03
1872.04,13.13,136.01,1.01
1872.05,13.13,136.61,1.01
1872.06,13.03,136.9,1.02
1872.07,12.84,138.76,1.04
1872.08,12.94,136.76,1.04
1872.09,13.03,133.99,1.03
1872.1,12.75,138.22,1.06
1872.11,13.13,134.34,1.03
1872.12,12.94,140.31,1.05
1873.01,12.94,142.11,1.05
1873.02,13.23,140.83,1.03
1873.03,13.23,140.43,1.04
1873.04,13.23,139.22,1.05
1873.05,12.94,143.31,1.07
1873.06,12.56,146.37,1.11
1873.07,12.56,146.85,1.12
1873.08,12.56,147.64,1.12
1873.09,12.56,137.15,1.13
1873.1,12.27,128.94,1.16
1873.11,11.89,129.17,1.21
1873.12,12.18,138.86,1.18
1874.01,12.37,145,1.17
1874.02,12.37,150.22,1.18
1874.03,12.37,148.89,1.19
1874.04,12.18,147.93,1.22
1874.05,12.08,146.1,1.23
1874.06,11.8,149.89,1.27
1874.07,11.89,149.6,1.27
1874.08,11.8,152.08,1.29
1874.09,11.8,155.4,1.3
1874.1,11.61,158.55,1.33
1874.11,11.51,162.24,1.35
1874.12,11.51,162.16,1.36
1875.01,11.51,163.13,1.37
1875.02,11.51,163.74,1.38
1875.03,11.51,166.88,1.39
1875.04,11.61,168.64,1.39
1875.05,11.32,167.19,1.43
1875.06,11.13,167.62,1.47
1875.07,11.13,169,1.48
1875.08,11.23,169.31,1.48
1875.09,11.13,170.2,1.5
1875.1,11.13,168.47,1.51
1875.11,11.04,173.68,1.53
1875.12,10.94,176.2,1.56
1876.01,10.85,182.42,1.58
1876.02,10.85,185.9,1.59
1876.03,10.85,186.51,1.6
1876.04,10.75,182.11,1.62
1876.05,10.37,182.92,1.69
1876.06,10.09,187.88,1.74
1876.07,10.09,186.74,1.75
1876.08,10.18,178.46,1.74
1876.09,10.28,167.13,1.74
1876.1,10.47,164.31,1.71
1876.11,10.56,160.84,1.71
1876.12,10.75,158.21,1.68
1877.01,10.94,155.21,1.66
1877.02,10.66,150.99,1.71
1877.03,10.18,151.08,1.8
1877.04,10.47,137.31,1.76
1877.05,10.66,135.83,1.74
1877.06,10.09,134.27,1.84
1877.07,10.18,139.82,1.83
1877.08,9.8,156.4,1.91
1877.09,9.7,168.71,1.94
1877.1,9.7,173.26,1.95
1877.11,9.51,174.94,2
1877.12,9.51,175.25,2
1878.01,9.23,181.55,2.08
1878.02,9.13,180.38,2.11
1878.03,8.94,188.6,2.16
1878.04,8.85,196.84,2.19
1878.05,8.56,204.95,2.28
1878.06,8.37,214.97,2.34
1878.07,8.47,217.88,2.32
1878.08,8.56,214.54,2.31
1878.09,8.56,219.84,2.32
1878.1,8.47,220.74,2.35
1878.11,8.37,223.57,2.39
1878.12,8.18,228.45,2.46
1879.01,8.28,235.32,2.44
1879.02,8.37,242.09,2.42
1879.03,8.28,241.93,2.46
1879.04,8.18,253.83,2.5
1879.05,8.18,266.33,2.52
1879.06,8.09,271.91,2.56
1879.07,8.18,275.27,2.54
1879.08,8.18,278.41,2.55
1879.09,8.47,280.01,2.48
1879.1,8.94,295.05,2.36
1879.11,9.42,296.1,2.25
1879.12,9.7,287.78,2.19
1880.01,9.99,291.32,2.14
1880.02,9.99,297.45,2.15
1880.03,10.09,301.33,2.14
1880.04,9.7,307.14,2.24
1880.05,9.42,292.54,2.32
1880.06,9.23,301.03,2.38
1880.07,9.23,316.09,2.39
1880.08,9.23,328.7,2.41
1880.09,9.32,326,2.4
1880.1,9.32,336.75,2.41
1880.11,9.42,352.19,2.4
1880.12,9.51,364.31,2.39
1881.01,9.42,391.44,2.42
1881.02,9.51,387.68,2.41
1881.03,9.51,393.52,2.42
1881.04,9.61,389.83,2.4
1881.05,9.51,412.95,2.43
1881.06,9.51,419.57,2.44
1881.07,9.61,402.45,2.43
1881.08,9.8,386.87,2.39
1881.09,10.18,376.93,2.31
1881.1,10.28,369.01,2.29
1881.11,10.18,376.47,2.32
1881.12,10.18,367.15,2.33
1882.01,10.18,363.28,2.34
1882.02,10.28,353.63,2.33
1882.03,10.28,354.65,2.33
1882.04,10.37,353.02,2.32
1882.05,10.47,347.19,2.3
1882.06,10.56,343.86,2.29
1882.07,10.47,368.16,2.32
1882.08,10.56,377.41,2.3
1882.09,10.28,393.33,2.37
1882.1,10.18,387.89,2.4
1882.11,10.09,376.5,2.43
1882.12,9.99,383.79,2.46
1883.01,9.99,383.58,2.47
1883.02,10.09,373.21,2.45
1883.03,9.99,383.19,2.49
1883.04,9.9,396.76,2.52
1883.05,9.8,395.63,2.55
1883.06,9.51,412.95,2.63
1883.07,9.32,416.82,2.7
1883.08,9.32,399.89,2.7
1883.09,9.23,410.46,2.74
1883.1,9.23,401.36,2.75
1883.11,9.13,413.64,2.79
1883.12,9.23,402.44,2.77
1884.01,9.23,392.44,2.78
1884.02,9.23,405.11,2.79
1884.03,9.23,405.65,2.8
1884.04,9.04,397.54,2.87
1884.05,8.85,375.34,2.94
1884.06,8.85,362.15,2.95
1884.07,8.75,368.26,2.99
1884.08,8.75,393.56,3
1884.09,8.66,387.5,3.05
1884.1,8.56,381.23,3.09
1884.11,8.37,384.27,3.17
1884.12,8.28,390.1,3.22
1885.01,8.28,383.39,3.23
1885.02,8.37,392.88,3.21
1885.03,8.18,405.18,3.3
1885.04,8.28,401.79,3.27
1885.05,8.09,408.74,3.36
1885.06,7.9,418.88,3.46
1885.07,7.99,431.45,3.43
1885.08,7.99,457.76,3.44
1885.09,7.9,459.48,3.5
1885.1,7.9,488.23,3.51
1885.11,7.99,515.81,3.48
1885.12,8.18,501.89,3.42
1886.01,7.99,515.8,3.51
1886.02,7.99,527.68,3.52
1886.03,7.9,524.92,3.56
1886.04,7.8,526.15,3.61
1886.05,7.61,530.8,3.71
1886.06,7.52,564.2,3.77
1886.07,7.61,567.66,3.73
1886.08,7.71,566.84,3.69
1886.09,7.71,583.6,3.69
1886.1,7.71,600.4,3.7
1886.11,7.71,617.24,3.71
1886.12,7.8,595.85,3.67
1887.01,7.99,577.39,3.59
1887.02,8.09,568.42,3.55
1887.03,8.09,583.7,3.56
1887.04,8.09,599.06,3.57
1887.05,8.09,611.39,3.57
1887.06,7.99,602.9,3.62
1887.07,7.9,597.36,3.67
1887.08,7.99,577.58,3.64
1887.09,7.9,579.19,3.69
1887.1,7.99,555.32,3.65
1887.11,8.09,561.52,3.61
1887.12,8.28,547.66,3.54
1888.01,8.37,547.67,3.51
1888.02,8.28,552.99,3.56
1888.03,8.28,534.18,3.58
1888.04,8.18,544.67,3.64
1888.05,8.09,560.82,3.7
1888.06,7.99,552.13,3.76
1888.07,8.09,561.96,3.73
1888.08,8.09,576.14,3.75
1888.09,8.09,592.55,3.76
1888.1,8.18,584.52,3.74
1888.11,8.28,568,3.71
1888.12,8.28,559.24,3.73
1889.01,7.99,592.63,3.88
1889.02,7.9,608.82,3.93
1889.03,7.8,605.66,3.99
1889.04,7.8,606.7,4.01
1889.05,7.61,640.93,4.12
1889.06,7.61,654.03,4.13
1889.07,7.61,642.99,4.15
1889.08,7.61,653.74,4.16
1889.09,7.71,663.53,4.12
1889.1,7.71,653.69,4.13
1889.11,7.71,649.87,4.14
1889.12,7.8,640.54,4.11
1890.01,7.61,666.22,4.22
1890.02,7.61,661.07,4.23
1890.03,7.61,658.37,4.23
1890.04,7.61,674.37,4.24
1890.05,7.71,696.74,4.19
1890.06,7.71,694.05,4.2
1890.07,7.71,691.36,4.21
1890.08,7.99,653.23,4.06
1890.09,8.09,636.99,4.02
1890.1,8.09,610.45,4.03
1890.11,7.9,581.88,4.13
1890.12,7.9,570.56,4.14
1891.01,7.8,609.95,4.2
1891.02,7.9,612.35,4.16
1891.03,7.99,596.21,4.12
1891.04,8.09,611.04,4.09
1891.05,7.99,618.11,4.15
1891.06,7.8,622.74,4.26
1891.07,7.71,622.41,4.33
1891.08,7.71,645.68,4.34
1891.09,7.61,709.23,4.41
1891.1,7.61,711.67,4.42
1891.11,7.52,712.34,4.49
1891.12,7.52,736.53,4.51
1892.01,7.33,772.21,4.64
1892.02,7.33,776.22,4.65
1892.03,7.14,808.29,4.78
1892.04,7.04,820.52,4.86
1892.05,7.04,823.32,4.87
1892.06,7.04,821.72,4.88
1892.07,7.23,802.88,4.76
1892.08,7.33,806.68,4.7
1892.09,7.33,789.4,4.71
1892.1,7.33,808.08,4.72
1892.11,7.52,787.61,4.61
1892.12,7.61,772.18,4.57
1893.01,7.9,760.48,4.41
1893.02,7.99,740.73,4.37
1893.03,7.8,734.04,4.49
1893.04,7.71,745.94,4.57
1893.05,7.61,691.31,4.64
1893.06,7.42,678.33,4.77
1893.07,7.23,634.34,4.92
1893.08,6.95,647.86,5.14
1893.09,7.23,669.66,4.95
1893.1,7.33,683.76,4.9
1893.11,7.14,716.15,5.05
1893.12,7.04,703.72,5.14
1894.01,6.85,711.88,5.3
1894.02,6.76,735.32,5.4
1894.03,6.57,782.55,5.58
1894.04,6.57,796.38,5.61
1894.05,6.57,770.14,5.63
1894.06,6.57,763,5.66
1894.07,6.57,750.5,5.69
1894.08,6.76,760.01,5.55
1894.09,6.85,764.46,5.5
1894.1,6.66,764.9,5.68
1894.11,6.66,768.04,5.71
1894.12,6.57,775.13,5.82
1895.01,6.57,769.24,5.85
1895.02,6.57,761.5,5.86
1895.03,6.57,764.61,5.87
1895.04,6.85,767.19,5.63
1895.05,6.95,801.15,5.57
1895.06,7.04,808.61,5.5
1895.07,6.95,826.05,5.59
1895.08,6.85,852.86,5.68
1895.09,6.85,861.09,5.69
1895.1,6.85,851.46,5.7
1895.11,6.85,825.65,5.71
1895.12,6.76,790.91,5.8
1896.01,6.66,795.85,5.9
1896.02,6.57,844.39,6.01
1896.03,6.57,834.07,6.04
1896.04,6.47,857.07,6.15
1896.05,6.37,868.98,6.27
1896.06,6.28,869.19,6.39
1896.07,6.28,815.95,6.42
1896.08,6.28,772.58,6.45
1896.09,6.28,816.22,6.48
1896.1,6.47,812.98,6.31
1896.11,6.66,846.59,6.16
1896.12,6.66,818.56,6.19
1897.01,6.47,845.64,6.4
1897.02,6.47,840.63,6.42
1897.03,6.47,845.65,6.44
1897.04,6.37,834.72,6.55
1897.05,6.28,854.67,6.67
1897.06,6.28,897.61,6.69
1897.07,6.28,940.71,6.72
1897.08,6.57,961.34,6.44
1897.09,6.76,982.45,6.28
1897.1,6.66,967.47,6.39
1897.11,6.66,936.36,6.41
1897.12,6.66,959.52,6.43
1898.01,6.66,988.83,6.45
1898.02,6.76,975.96,6.39
1898.03,6.76,934.96,6.42
1898.04,6.76,922,6.45
1898.05,7.23,920.85,6.05
1898.06,6.76,"1,027.36",6.51
1898.07,6.66,"1,049.44",6.63
1898.08,6.66,"1,092.02",6.66
1898.09,6.66,"1,093.32",6.69
1898.1,6.66,"1,073.86",6.72
1898.11,6.66,"1,112.75",6.75
1898.12,6.76,"1,168.57",6.68
1899.01,6.76,"1,260.96",6.71
1899.02,6.95,"1,276.20",6.54
1899.03,6.95,"1,297.82",6.56
1899.04,7.04,"1,299.67",6.48
1899.05,7.04,"1,248.93",6.5
1899.06,7.14,"1,207.89",6.42
1899.07,7.23,"1,236.60",6.35
1899.08,7.33,"1,254.99",6.29
1899.09,7.61,"1,198.04",6.06
1899.1,7.71,"1,180.90",6
1899.11,7.8,"1,191.79",5.94
1899.12,7.9,"1,100.42",5.88
1900.01,7.9,"1,118.36",5.9
1900.02,7.99,"1,128.37",5.84
1900.03,7.99,"1,140.97",5.86
1900.04,7.99,"1,159.20",5.88
1900.05,7.8,"1,135.15",6.04
1900.06,7.71,"1,118.96",6.13
1900.07,7.8,"1,109.44",6.08
1900.08,7.71,"1,142.78",6.17
1900.09,7.8,"1,106.63",6.11
1900.1,7.71,"1,165.44",6.21
1900.11,7.71,"1,261.31",6.22
1900.12,7.61,"1,358.86",6.32
1901.01,7.71,"1,386.07",6.26
1901.02,7.61,"1,444.14",6.35
1901.03,7.61,"1,501.00",6.37
1901.04,7.52,"1,652.68",6.46
1901.05,7.52,"1,574.65",6.47
1901.06,7.52,"1,736.77",6.49
1901.07,7.61,"1,605.29",6.42
1901.08,7.71,"1,612.69",6.35
1901.09,7.8,"1,590.29",6.29
1901.1,7.8,"1,577.65",6.3
1901.11,7.9,"1,597.37",6.24
1901.12,7.99,"1,558.17",6.17
1902.01,7.9,"1,615.96",6.26
1902.02,7.9,"1,635.23",6.27
1902.03,7.9,"1,642.59",6.28
1902.04,7.99,"1,683.79",6.22
1902.05,8.09,"1,665.36",6.16
1902.06,8.18,"1,641.53",6.1
1902.07,8.18,"1,683.92",6.11
1902.08,8.09,"1,754.69",6.19
1902.09,8.18,"1,743.57",6.13
1902.1,8.75,"1,583.33",5.74
1902.11,8.47,"1,578.93",5.95
1902.12,8.56,"1,530.59",5.89
1903.01,8.66,"1,596.06",5.84
1903.02,8.66,"1,591.87",5.85
1903.03,8.37,"1,587.00",6.06
1903.04,8.37,"1,527.70",6.08
1903.05,8.18,"1,538.66",6.23
1903.06,8.18,"1,459.37",6.24
1903.07,8.18,"1,398.08",6.26
1903.08,8.18,"1,359.02",6.27
1903.09,8.28,"1,316.80",6.21
1903.1,8.18,"1,294.83",6.3
1903.11,8.09,"1,320.32",6.38
1903.12,8.09,"1,387.42",6.4
1904.01,8.28,"1,384.18",6.26
1904.02,8.47,"1,322.42",6.14
1904.03,8.37,"1,339.15",6.22
1904.04,8.28,"1,393.85",6.31
1904.05,8.09,"1,402.54",6.47
1904.06,8.09,"1,410.63",6.48
1904.07,8.09,"1,475.04",6.5
1904.08,8.18,"1,513.14",6.44
1904.09,8.28,"1,567.58",6.38
1904.1,8.28,"1,665.31",6.39
1904.11,8.47,"1,721.60",6.26
1904.12,8.47,"1,743.90",6.28
1905.01,8.47,"1,787.44",6.29
1905.02,8.47,"1,871.43",6.31
1905.03,8.37,"1,952.10",6.41
1905.04,8.37,"1,934.07",6.43
1905.05,8.28,"1,865.82",6.52
1905.06,8.28,"1,893.63",6.54
1905.07,8.28,"1,958.98",6.56
1905.08,8.37,"2,014.65",6.51
1905.09,8.28,"2,050.46",6.61
1905.1,8.28,"2,085.38",6.63
1905.11,8.37,"2,056.69",6.57
1905.12,8.47,"2,089.85",6.52
1906.01,8.47,"2,168.27",6.54
1906.02,8.47,"2,159.15",6.55
1906.03,8.47,"2,112.65",6.56
1906.04,8.47,"2,090.43",6.57
1906.05,8.56,"2,018.95",6.5
1906.06,8.56,"2,052.03",6.51
1906.07,8.28,"2,075.06",6.74
1906.08,8.47,"2,185.47",6.6
1906.09,8.56,"2,234.90",6.53
1906.1,8.75,"2,127.97",6.4
1906.11,8.85,"2,155.48",6.34
1906.12,8.94,"2,120.37",6.28
1907.01,8.85,"2,089.51",6.36
1907.02,9.04,"1,988.57",6.23
1907.03,8.94,"1,819.65",6.31
1907.04,8.94,"1,835.87",6.32
1907.05,9.13,"1,742.92",6.2
1907.06,9.23,"1,677.05",6.15
1907.07,9.23,"1,748.77",6.16
1907.08,9.23,"1,625.36",6.17
1907.09,9.23,"1,615.82",6.18
1907.1,9.32,"1,433.20",6.13
1907.11,8.94,"1,414.61",6.4
1907.12,8.75,"1,527.84",6.55
1908.01,8.66,"1,619.02",6.64
1908.02,8.56,"1,585.89",6.74
1908.03,8.56,"1,659.38",6.76
1908.04,8.66,"1,738.02",6.71
1908.05,8.66,"1,840.11",6.74
1908.06,8.66,"1,850.97",6.77
1908.07,8.75,"1,906.26",6.72
1908.08,8.75,"1,996.39",6.75
1908.09,8.75,"1,982.89",6.77
1908.1,8.85,"1,993.73",6.73
1908.11,8.94,"2,114.10",6.68
1908.12,9.04,"2,147.12",6.64
1909.01,8.94,"2,185.25",6.73
1909.02,9.04,"2,108.28",6.68
1909.03,9.04,"2,145.22",6.69
1909.04,9.23,"2,203.32",6.57
1909.05,9.32,"2,261.50",6.51
1909.06,9.42,"2,286.31",6.46
1909.07,9.42,"2,327.20",6.48
1909.08,9.51,"2,367.79",6.43
1909.09,9.61,"2,354.92",6.38
1909.1,9.8,"2,326.43",6.27
1909.11,9.9,"2,300.99",6.22
1909.12,9.99,"2,314.15",6.17
1910.01,9.9,"2,294.86",6.25
1910.02,9.9,"2,221.35",6.26
1910.03,10.09,"2,241.62",6.16
1910.04,10.18,"2,175.52",6.12
1910.05,9.99,"2,189.05",6.26
1910.06,9.9,"2,112.53",6.33
1910.07,9.9,"2,014.59",6.35
1910.08,9.8,"2,092.62",6.43
1910.09,9.7,"2,136.67",6.51
1910.1,9.42,"2,312.29",6.73
